number,네이버 장점,네이버 단점,카카오 장점,카카오 단점,라인 장점,라인 단점,쿠팡 장점,쿠팡 단점,배민 장점,배민 단점,페이스북 장점,페이스북 단점,아마존 장점,아마존 단점,애플 장점,애플 단점,넷플릭스 장점,넷플릭스 단점,구글 장점,구글 단점
77,"네이버 다닌다고 하면 다들 놀란다.
회사 건물이 좋다.","이상한 리더 팀에 배치되면 답이 없다.
네이버뽕에 찬 사람들이 너무 많다.",네임밸류 좋음. 앱 사용자 수가 많아서 어떻게든 추후 경력 어필에 유리함.,인턴과 알바 그 사이의 어시··· 단순작업이 많아 일을 직접 찾아 해야 느끼는게 있다,"수평적 문화
최고의 복지 재택
일정 수준 이상의 동료들","주먹구구식 업무
체계가 생각보다 없음
정치 은근히 심함",일 열심히 하는 나로써는 괜찮음 회사 건물 좋음 재택이 제일 큰 장점,말이 바뀜 일이 진짜 많은데도 사람을 잘 안뽑음 정규직전환 어려움,"워라밸보장되고 여러 복지 및 혜택은 좋다, 사람들도 좋음",개발직군아닌곳은 평범함 소통이 은근 안되는 느낌이있다.,,,"너무나 뛰어난 동료들
높은 보상체계
국내회사와는 차원이 다른 생각의 넓이
글로벌 활동","아무도 일을 시키지 않는다
알어서 스스로 찾어서 일해야됨
스스로를 제어하지 못하면 바로 번아웃 옴","애플 주식.
기본급은 그럭저럭인데 주식으로 전체 연봉이 엄청 높아진다.

비교적 괜찮은 워라밸.",영어 잘하고 정치 잘하고 입으로만 일하는 사람이 많다. 정말 묵묵히 일하는 사람들은 괴로운 구조.,,,"동료들로 문제 생길 가능성은 적음
워라벨은 어느정도 컨트롤 가능","최근 탑매니지먼트와의 소통이 잘 되지 않기 시작했다
규모가 커지며 문화가 달라지기 시작"
78,프로젝트 진행하며 짱박힐 곳이 많다. 회사 후광 무시못함.,무임승차가 많다. 본받을 사람 없음. 미팅룸 부족. 오픈 오피스,"재택이 정말 좋던 회사
밥도 맛있었고 사옥도 좋다. 라면도 맛집","그러나 개편 이후 재택이 사라짐
예전만 못하다는 생각임","복지, 연봉, 성장 모두 만족하며 무엇보다 체계적인 회사","뛰어난 사람이 많아 심리적 부담감이 존재, 재택으로 인해 소통이 어려움","미래지향적
나름 다국적
재택가능
팀바팀 이겠지만 사람들 좋음","구조를 모르겠다
혼자 알아서 적응해야한다 그렇지만 팀사람들이 좋름","주32시간, 분단위 야근비
싸인온 보너스 연봉 20%(2년)
복지비 200
RSU, 도서 구입 무제한",업무량이 많고 팀 잘못 만나면 회사 문화랑 무관하게 스트레스 많음,,,합리적인 사람들. 내가 한만큼 인정받음. 폭발적인 성장,일이 빡세다. 시간 관리를 잘 해야한다. 자칫하면 일에 매몰될 수도,성과보상은 확실함. 하지만 자신이 만든 결과물을 어떻게 팔아먹을지까지 잘 생각 해야 함.,"초년생이 뭘 배우기 에는 좀 안종을지도.
미국에 있는 메니저에게 report to 하면 더 심함.",,,"밥
워라밸
똑똑하고 나이스한 동료
레퓨테이션
가족이 좋아함",케바케이긴 하나 고인물들이 만들어 놓은 대학 동아리 수준의 분위기 인간관계
79,"문화와 분위기. 자유로움. 재택가능, 눈치안줌, 개방된공간",문화와 분위기. 위치 교통 지하철역에서 멀다. 급여. 10-7 근무시간,팀 문화 좋음. 워라벨이 업계 비슷한 레벨중에선 제일 좋아보임,"임원들이 별로임, 계열사들간 시너지 안나는게 답답함..",풀 재택이 가능하고 보다 유연하게 시간을 사용할 수 있음. 자유로운 기업 문화. 평균 이상의 사내 복지. 프로젝트 마다 다르겠지만 성장할 수 있는 팀에서 많은 다양한 업무를 통해 경험을 쌓아볼 수 있음,"일본 합병 이후 프로세스를 위한 프로세스가 더 많아져서 일의 진행이 어려울 때가 종종 있다. 풀 재택이 가능한 만큼 일과 일상의 구분이 어려울때도 있고(점심 시간에 회의, 잦은 야근) 최근에는 경영진의 서비스 방향 및 성장에 대한 고민에 의구심이 들 때도 많음","경영진의 업무이해도
스피디한 업무 처리와 프로세스 트레킹","현업부서의 업무부담이 심함
부서간 소통이 어려움
부서별 업무 환경의 차이기 심함",세세하게 모든 일을 진행해야 해서 퇴사할즘에는 백과사전위키 하나정도는 만들 수 있을 거 같아요. 이직할때 나 이런것도 해봤다고 말할수 있는 경험이 쌓임,과제의 연속. 뭔갈 하지 않고 기본업무만 하면 자칫 능력없어보이는사람이 될 수 있음  몸은 하나인데 데드라인이 촘촘한 과제가 많아서 야근을 밥먹듯이해요,,,"실상이야 어쨌든 외부에서 봤을 때 네임 밸류 훌륭
부서 이동이 비교적 쉬움
IT 직군에 실력자들이 있다고 함 (다른 직군은 해당 안됨; 공공연한 월루가 부서 헤드로 있는 경우도 있음)
아마존 가치를 업무하면서 배울 수 있음. 안 지키는 사람들이 더 많지만 그럼에도 불구하고 몸에 익으면 분명 다른 회사에서라도 도움 되는 가치들임","고정 급여가 낮고, 성과를 내면 3년 후에 주식으로 찾아먹을 수 있음. 그런데 주식이 떡락
IT 아닌 지원부서의 경우, 회사가 이미 많이 성장했고 많은 게 자동화돼서 업무가 단순함
프리라이더 많고 행정 절차가 점점 비대해지는 중
이젠 한국 패치 완료, 복지 없는 것 빼고는 외국계 느낌이 안 남","워라벨이 뛰어나서 정시 출근 정시 퇴근 , 일분도 잔업이없다",성장하기가 힘듬 다른 팀원이 뭘 하고 있는지 어느 정도 일하고 있는지 파악이 어렵다,,,"워라벨이 좋음
직원을 존중하는 문화
다른 팀 이동이 비교적 쉽다 (해외로 가는 것도 가능)
다른 나라에 있는 동료와 직접 일할 기회가 있다","구글코리아는 비교적 작아서 한국에 남는다면 성장 기회가 한정된다
Director/VP를 잘 만나야 된다. 팀원들이 다 좋아도 위에서 방향을 이상하게 잡으면 고생한다
자기 상품화를 잘해야한다. 영어로 이걸 하는게 힘들면 일을 잘해도 인정받기 쉽지 않을 수도 있다."
80,"사옥이 좋다. 조식 자판기가 맛있다.
복리후생 괜찮다. 프라이드 좋음",팀 내에서도 편가르기식 업무 문화있으면 아래사람이 어려워지는듯,좋은 동료들과 자유로운 분위기에서 하고 싶은 기술 써가며 맘껏 개발,경영진이 너무 썩어문드러졌음. 그나물에 그밥 저물어가는 회사,사람들 정말 착하고 일을 다 잘해서 일적인 스트레스가 적다,업무 강도는 쎄다. 재택근무가 기본이라서 상관없지만 사옥이 없어서 아쉽다.,"케바케이지만 워라밸 있을때도 있고 없을때도 분명히 있다.
하지만 개인적인 커리어상 크게 성장하고 밝고 새롭고 멋진 본인의 미래가 보이는 곳은 아님.
그냥 편하게 안전하게 돈벌기위해 다니고 싶음 다니세요.
좋은 사람, 배울게 있는 사람 만나는게 젤 중요.
잘못걸리면 너무 힘듬.

재택이 좋다.

수평적인 문화.","회사 큰 혜택 없음.
일 재미없음.
팀워크 별로 없음.

다 개인주의라서 너는 너, 나는 나이기 때문에
혼자서 알아서 다 해야하는 상황이 많다.

소통이 잘 안됨.",사람다운 냄새가 나는 회사. 재택근무로 피로감 낮음. 근무지 자율선택제로 시간도 지유로워짐. 누리지는 못했음.,"회의가 굉장히 많아, 자기 업무를 일하는시간에 못할수도 있음",,,"뛰어난 동료들
글로벌 네트워크
새로운 혁신을 이야기할 수 있는 곳
별도 설명이 필요없는 회사","일이 정말 많다
다들 쉼없이 일한다
워라벨이 없다
회시 리소스를 찾으려면 복잡함","주어진 일들을 마무리하고 나면 그 이외의 시간들을 어떻게 사용하는지에 대해서는 별다른 언급 없음
충분한 보상이 나옴","HW 연구개발 직군에서 주도적으로 일을 진행하는 데 제한사항이 많음
주로 미국 본사에서 진행하는 일을 서포트하는 게 많음",,," 지나가는 할머니도 알만한 네임벨류와 기업이 갖고 있는 브랜드 이미지는 외부 사람이 볼때 부러움을 느낄 수 있음
어딜가나 줄서서 비싼돈주고 밥먹어야 하는 역삼에서 아침/점심 주는건 큰 복지
어디하나 모난 사람들이 없고 서로 배려/존중이라는게 무엇인지 기업 문화 전반에 깔려있음
리더들 또한 최대한 실무진 의견을 반영하려 노력하고 까라면까라는 커뮤니케이션은 없음, 실무진 고충의 목소리 들으려고 많이 노력함
자신의 일만 해낸다고 하면 팀장부터 누구하나 터치가 없음, 매우 탄력적이고 자유로움","네임벨류를 따라가지 못하는 연봉과 최근 다운트렌드를 타고 있어 보너스에도 영향을 받고있음
서로 너무 배려/존중 하느라 잘못된걸 잘못됫다고 말하지 못하고 harsh한 피드백 또한 돌려서 말해야함
터치가 없는만큼 처음에 적응하는데 누구도 적극적으로 도와주지 않고 본인이 알아서 적응하고 살아나가야함
 최근 IT업계에서 일어나고 있는 구조조정에 구글도 영향을 받으면서 구글이 과연 미래에도 지배 할 수 있을지에 대한 의문이 생기면서 불안감이 생김
서로 배려하는 문화, 책임지는 문화는 임직원에게 강요하면서 문제가 터졌을때는 외면하고 본인들 자리 부지하는 미국 리더들 (지금부터가 더 문제라고 생각함)"
81,"똑똑한 팀원분들
재택 근무
사내 병원
비교적 수평적 문화","부바부로 일이 굉장히 많아 보이는 부서가 있음
개발 직군은 장애시 주말 근무","워라밸은 좋았다
열심히 하려는 크루들
국민앱이라는 책임감","방만경영, 무능력한 경영진
깜깜이 성과급, 연봉협상
카무원",정치 싸움도 생각보다 없고 정신없이 일만하면 되서 멘탈적으로 스트레스 적음. 고과에 관한 압박이 심하긴 한데 알바노를 마음에 새기고 자기할일만 하면 됨,육체적으로 너무 힘들고 야근이 많다보니 소모됨 오래 살려면 짧게 끊고 나올필요있음. 급여는 옆에 네이버가 여러모로 나음,"저녁이꽁짜다
건물이좋다
사람이좋다
회사가 벨류가 높다","음식이 짜다
월급도짜다
사람을 짠다
엘리베이터 20분 기다린적도있다","팀바팀이 강한 것 같긴 하지만, 사내 문화와 좋은 동료들과 함께 일할 수 있는게 정말 큰 장점",업무강도가 세고 프로젝트 진행 사이클이 빨라 업무적 스트레스가 많다,,,"지금까지 외국계, 국내 대기업 다 다녀 봤지만, 아마존처럼 무임승차 하는 직원이 적은 회사는 처음입니다.

내가 일을 즐기고, 좋아하는 사람에게는 좋지만 그렇지 않은 사람에게는 최악의 직장이 될 수 있겠네요 ","나보다 뛰어난 사람이 밤낮으로 일해서 성과를 만들어 내는 것에 대한 스트레스
최근 layoff로 인한 침울해진 사내 분위기",하나부터 열까지 다 알아야 제대로 된 일이 가능함. 이코시스템.,"개인 플레이, 쉽게 바뀌는 경영진. 맨날 프레젠테이션 멘탈 나감",,,"성장하는 것을 느낄 수 있다
식사, 카페 등 무료로 제공되는 점","체계가 있는 듯 없는 듯
개인주의 문화가 조금은 힘들 수 도 있음"
82,사내에서 모든게 해결되는 시스템. 구내식당이 맛있음. 소소한 이벤트도 귀엽고 재밌음,리더급 이상 성격이 이상함. 특히 오래다닌 닝겐일수록 사이코기질이 너무 심함. 인성문제들 많음,"인프라
경험
대기업 타이틀
조건부 워라밸?
그래도 급여가 이 연차에는 높다","조직문화가 부서별로 차이가 너무 심함
업무를 그냥 한 사람한테 몰빵하는 경향이 강함","재택
(나는 못써봤지만) 워케이션
나쁘지않은 급여
나쁘지않은 복지
20층 카페",YJ 합병 이후 시나리오가 어떻게 될지 몰라 불안한 상태,성장할수 있는 분위기와 배울수있는 많은 인재들이 좋습니딘,체계가없고 인력 관리가 안되며 직원복지지원이 별로입니다.,"비포괄, 32시간, 한 만큼 받아가는 급여, 팀바팀이지만 좋은 사람들.","인센 없음, 독일 모회사 생기고 숫자 챙기기에만 급급함. 여론 안 좋아서 다닌다고 말하기 민망함, 회사가 자기만의 맛에 취해있음. 쿠팡이 하면 따라하고 네이버가 하면 따라했다가 정작 시작하고 나면 방향성도 못 잡아줘서 흐지부지되기 마련.",,,버틸 수만 있다면 내가 하고싶은 일을 제약없이 할 수 있다. 클라우드에 대해 경쟁력 있는 지식을 갖출 수 있다.,어느 외국계가 그렇듯 여기 또한 주니어에게 친절하지 않다. 주니어라고 우쭈쭈 없고 내 할 일은 내가 알아서 찾아야 한다. 게으르면 일 못함,"미친듯이 일하는 똑똑한 사람들을 많이 볼수 있음

쿠퍼티노 본사 애들과 아시아 업체들 사이에서

24시간 내내 일할 수 있음","내 능력이 부족하면 계속 자괴감?

쿠퍼티노 본사 애들과 아시아 업체들 사이에서

24시간 내내 일할 수 있음",,,"이력서에 구글 브랜드 추가
밥이 맛있음
회사 건물 지하철이랑 연결
영어 잘하면 살기편함
회사 이름 말하면 주변에서 선망의 대상
실리콘 밸리 및 구글러 이미지로 갑질 덜당함","오래된 고인물들의 정치질. 고인물은 그대로 있고 신규로 들어온 사람들이 계속 갈려나가다가 결국 빠르게 퇴사하길 반복중. 이제는 업계에 소문 다 나서 인재풀 바닥나고 있음
상사의 권한이 절대적이기에 싸바싸바 열심히 해야함
미국 회사인척 하지만 한국 오피스는 다 꼰대회사 출신 한국인이고 문화는 이미 헬적화. 야근 및 보여주기 매우 중요
미국을 위한, 미국에 의한 지사. 지사가 아니라 한국 오피스라고 주장하지만 일해보면 아무 권한 없는 지사 맞음
복지 매우 부족. 밖에서 생각하는 좋은 복지는 미국 구글. 한국 구글의 보상과 복지는 미국과 전혀 다름."
83,"근무시간을 본인이 조율할 수 있고 재택근무가 가능함
면접을 보고 조직을 이동할 수 있어서 원하는 업무를 다양하게 해볼 수 있음",팀마다 분위기가 너무 달라서 좋은 팀을 만나는게 중요함,"유연근무제 좋았습니다
자유로운 타부서 협업 좋았습니다.","꽉막힌 상사가 힘들었습니다.
시스템 없는 것도 힘듭니다.
미래가 보장되지 않는 대표의 무비전 제시 및 불통",올해 공채로 들어온 신입인데 라인 너무 좋습니다. 첫직장으로 짱이에요,"일 많음. 일 열심히 해야함
동료분들이 출근을 잘 안하셔서 심심해요.","좋은 동료, 수평적인 문화,
성장하는 조직에 대한 자부심
아직까진 시행중인 재택근무","회사의 체급과 맞지 않는 빈약한 복지,
재택으로 인한 소통 부족,","비포괄, 32시간 근무, 재택 근무, 도서비 지원 등 복지체계 우수","배달 서비스 업 경쟁 대응이 치열해지는 중
점점 회사가 임직원에게 바라는 것이 많아지고 있음.
확실한 성과를 내야 동반성장이 가능한 시점",,,"죽을때 까지 일하는 99%의 동료
수평적인 분위기
재택근무 가능","죽을때 까지 일하는 내자신
너무 수평이라 지시나 자세한 디렉션이 없음
재택근무 중엔 일이 더 빡센 편",연봉 상승으로 생활의 안정. 주식 받는걸로 노후까지 고려할 수 있음.,영어는 죽을때까지 외국어란거. 내 후대에는 이런일 없길.,,,"진짜 뛰어난 동료들. 천재들. 배울수 있는것이 많음.
엄청난 성장을 경험할 수 있는곳.
연봉은 퇴사를 생각할까말까 하는 정도로 맞춰줌.","갑자기 회사계정에 로그인이 안되면 짤린거임.
혹은 사무실 출근해사 뱃지 인식이 안되면 짤린거임.
회사 컬쳐는 나락으로..예전의 구글과 지금의 구글은 다른회사임.
직원들의 말은 듣지 않는 무능한 경영진.
최근 2-3년간 채용기준이 좀 낮아져서 예전많큼 뛰어난 동료가 많지 않음."
84,"개인 능력이 대체로 좋은 편. 상대적으로 질좋은 피드백.
 주니어로서는 얻을게 굉장히 많음. 
간부이상 구성원도 다른 기성 대기업에 비하면 능력이나 인성면에서 좋은 편.",팀바팀으로 분위기 천차만별. 개인주의 만연. 비효율적인 협력사 및 조직간 업무방식. 조직간 관계가 필요이상으로 험악한 경우도 있음.,캐릭터 사업이 본격적인 것이 좋고 복지나 회사 분위기가 참 좋다,사람을 채용을 안한다는점이 많이 아쉽다. 신입사원 채용에 신경을 더 쓰면 좋을듯,"훌륭한 동료가 많다
복지가 훌륭하다
회사 오피스가 예쁘다","일 진행 속도가 느리다
성장 속도가 느려졌다
합병 후 여파를 아직 모른다",커리어 발전시키기에 괜찮은 환경. 일하면서 배울수 있는 부분은 많음. 재택근무로 워라밸 굿. 같이 일하는 사람중에 이상한 사람 딱히 없음. 연봉 만족할만한 수준.,"각자도생 해야하는 분위기. 프로세스가 직관적이지 않고 쓸데없이 복잡해 혼란을 일으킬때가 많고, 문의해도 제대로 답변해주는 경우가 거의 없음. 담당자도 자기가 내용을 몰라 답답한적 한두번아님. 전체적으로 너무 정신없음.","정말 일이 많기 때문에 원 없이 일할 수 있음.
직원들이 서로 존중하려고 노력함","신사업은 수시로 변화가 너무 많은편
전반적인 체계가 약한 편
커뮤니테이션과 보고가 많음",,,"다양한 경험, 새로운시도를 받아주는 회사, 그리고 매니저들이 마이크로매니징을 안함.",비즈니스 속도가 너무 빨라서 일을 노예처럼 해야함 동시에 성과가 나오지 않을 경우 낙오될 확률이 높음,일한만큼 받는다. 어느 회사처럼 보상과 노력이 불일치 하지 않음,업무량이 많을수 있다. 워라밸은 개인 업무 컨트롤을 얼마나 하냐에 따라 달라짐,,,문화가 정말 좋아요. 복지나 급여도 만족스러운 수준입니다(더 주면 더 좋고),다들 너무 훌륭하신 분들이라 내가 언제 캐치업 하려나
85,"함께 동료들도 모두 좋고 사옥도 정말 좋음
복지 연봉 등 국내 최고 기업
재택 근무 제도 또한 넘사","팀바팀으로 가끔 빌런들이 있는데 견딜만한 수준이고
동료들보다는 리드들 기준","우수한 팀원들과 좋은 기업문화.
비포괄이라 야근하는 만큼의 보상은 얻어갈 수 있고,
식당이나 카페도 제법 괜찮은 편.","고이다 못해 썩어가는 고인물들과 변해가는 기업문화.
직원은 안중에도 없고 비용감축에 혈안이 된 회사와
회사는 안중에도 없고 그냥 내 이익에만 혈안이 된 일부 직원들.
그리고 짜디짠 급여 및 보상 체계.
그놈의 겨울은 언제쯤 지나가려고.","재택이 제일 최고
복지 좋고 처우도 좋다고 생각함
수평적인 의사소통
나름 능력 인정해줌","합병을 기사로 먼저 접하게 됨
점점 잃어가는 주권
네이버랑 점점 멀어지면서 복지도 멀어짐","보상좋고 특히 승진시 많이 오른다
회사는 점점 더 잘 나갈것 같음
상장때 스톡옵션으로 재미좀 봤음
외국회사에서 일하는 느낌
영어 잘하면 개이득","퍼포먼스 잘나오면 문제 없는데..
기준이 못미치면 나가도록 압박이 생김..
워라벨은 팀바팀 하기나름.
중국인 아니면 인도인이 윗선 장악 중","자율적인 기업문화, 차별화된 복지, 업무조건의 조절이 자유로움","환경의 변화에 따라 자주 업무의 방향이 바뀜, 관료제적인 회사에 익숙해졌다면 적응이 힘듦",,,배울게 많아요 단 열심히 하면 고객들이 뭔가 있다고 생각해줌,뼈를 갈아넣어야 인정받아요 모든게 셀프라서 다 알아서 해야함. 임원이었던 분은 물빼고 가셔야함,"합리적이고 체계적인 업무문화
경쟁력 높고 협력적인 동료
직원할인","비밀주의로 자신이 하는 일이나 협력부서 외에는 서로 잘 모름
확실한 책임자가 없는 일은 붕 떠버릴 수 있음
직원복지 혜택이 최상위급은 아님
주변에서 할인구매 해달라는 부탁 많이 받음",,,"위치 접근성 최고
마사지 등 여타 다른 회사에서 누릴 수 없던 복지
경력직으로 들어오긴 했지만 상당한 연봉","레이오프 때문에 회사 뒤숭숭해진 것에 이어
이번 연봉 상승률이 물가 상승률 만큼도 안오름"
86,"다양한 서비스를 경험하기에는 좋음
큰 회사에서 누릴 수 있는 자잘한 복지가 꽤 많음","사람들을 갈아넣어 서비스를 지탱함
능력없는 리더와 조직이 생각보다 많음",버디버디 네이트온 한순간에 무너지는게 너무 잘 이해되는 곳,"너무나 큰 실망
이미지 원툴이었는데 그마저도 쓰레기통으로","재택근무, 워라벨, 복지, 급여수준, 사무실 위치 및 환경","경영진의 무능함, 수평인척 수직적인 문화, 쓸데없이 많은 회의, 해외사업팀인데 출장 못가는 문화","워라벨 보장, 월급 안밀림, 꽤나 괜찮은 근무환경, 관리 굿","복지없음 월급인상 거의 없음, 일을 너무 여러가지 시켜서 정신이 없음"," 주 32시간 근무
도서비 지원 무제한
분단위 연장근무","적은 커리어 향상 기회
과도기에 있는 상황, 변화",,,"클라우드 기술을 선도하는 회사에서 예상을 뛰어넘는 훌륭한 동료들과 함께 일할 수 있습니다.
본인의 의지만 있다면 어떤 이니셔티브도 만들어서 리딩할 수 있읍니다.","일이 많고, 워라벨을 챙기기가 어렵습니다.
항상 무언가를 공부해야 살아남을 수 있습니다.","애플리테일을 생각한다면 리테일 치고는 나쁘지않은 급여와 ESPP,RSU,매년 연봉인상, 칼퇴 가능",사실상 애플리테일에 입사하는 순간부터 다른 회사로의 이직이 어려워지고 그동안 쌓아왔던 경력 단절의 가능성이 높다,,,"자유로운 분위기, 수평구조
연봉은 최근에 좀 안좋다곤 하지만 그래도 하는 일에 비하면 나쁘지 않음.",불필요한 업무나 보고가 많아짐. 내가 원치 않는 일을 억지로 해야되는 경우도…
87,"사내전배 (쉬운건 아님)
돈 (사바사)
팀바팀이지만 좋은 분위기
역시 재택짱
다들 욕하지만 그래도 국내라면 네이버","일이 많다 그래도 돈은준다...
딱히없는거같다
조직바이조직이 좀 있는듯",주변에 훌륭한 동료들과 함께 성장할 수 있습니다. 여담이지만 춘식도락 맛있습니다.,경영진의 리더쉽 부족. 명확하지 않은 방향성 등등…..,"하고 싶은거 다 할 수 있음
맘에 안들면 다 교체해서 쓸 수 있음","하고싶은거 다 할 수 있음
틀이 없어서 담당자나가면 과연 잘 유지될까 너무 의문임","모두가 열심히 하는 분위기라 건전한 텐션이 있음
본인 의지에 따라 성과를 내면 빠른 성장이 가능함",부서가 너무 세분화되어 있어 올바른 일처리 경로를 찾아가는데 시간이 걸림,"주변에 나이스하고 똑똑한 동료가 많음
서로 도와주려는 마음도 있고. 동료들이 좋아서 일이 힘들어도 버티게 됨
다른 대기업들 보다 확실히 좋은 조직 문화를 가지고 있다고 자부함
개인적인 업무 역량도 하드캐리 되는 느낌","기대치 대비해서는 아직도 시스템이 부족한 부분이 있음
마이크로 매니징이 새로운걸 배울 때 도움되기도 하지만 역할을 너무 제한시키기도 함
타이트한 업무 강도.. 성과에 대한 압박이 항상 있음",,,하이테크 회사로 주변에 인지도가 높아 설명이 불필요하다,너의 성과가 다른 동료의 성과를 뛰어 넘기 힘든 회사 분위기로 하루종일 노력 필요,"워라벨은 진짜 리테일이 아니라고 할정도로 좋음.
다니다보면 휴가가 진짜 많음.
근태만 좋으면 일열심히 안해도 잘리지 않음.
한국시장을 키우는 중이라 여러가지 업무의 기회가 많음.","내가 아무리 열심히해도 승진이 빠르다거나 연봉이 많이 오르는 등 보상이 없음.
승진 등 채용 행사에 사람에 따라 기준이 달라짐.
뒷담이 너무 심함.",,,일단 밥이 정말정말정말 맛있음. 복지 이 정도면 외국계 중에 탑클래스. 하지만 연봉은 흠…,요즘 분위기가 영 좀.. 그리고 생각외로 프리라이더나 능력이 (저 사람도 구글러임?) 이라 생각되는 사람이 많음.
88,"성장 기회가 널려 있음
더 하고 싶어하는 이를 막지 않음
정해진 룰이 없어서 자유롭게 행하면 됨","프로세스가 없음
장점이자 단점인데, 항상 새로운 일을 대하는 느낌","주변에 배울 사람들이 많아 성장에 큰 도움이 된다. 밥시 맛있다. 간식이 많다.
",경영진의 구시대 경영 방식. 미래 혁신 불투명하다.,"팀바팀이지만 기본적으로 풀재택으로 일할 수 있음
각자 책임감 갖고 자기 맡은 바는 잘하자~라는 분위기
본인이 페이스 조절해가며 일정 내 할일만 다 하면 됨","아무래도 한국 서비스는 아니다보니 외주 같은 느낌이 있음
경영진은 뒷북만 치면서 책임은 안지고 뭘하는지 모르겠음",사내 식당 운영 및 석식이 무료입니다. 부서에 따라 재택근무가 지원되기도 해요,기업의 규모가 방대하고 신규 입사자 및 퇴사자가 끊이지 않아 초반 온보딩 시 조금 고생했던 기억이 있네요,"월요일1시 출근
자유로운 분위기
근무시간 짧음
위치 좋음.","불필요한 회의 너무 많음
구내식당 없음
야근 많이 함
휴가 따로 안줌
행사마다 배민 쿠폰만 줌",,,능력자 동료들이 많고 경쟁이 치열하지만 배울건 많은 회사,최근 layoff로 말이 많고 LT들이 직원들에게 신뢰를 주지 못하고 있음,"모나지 않은 대부분의 동료들
어렵지 않은 업무
애플 다닌다는 자부심
직원 할인","아쉬운 급여
스케줄 근무로 개인생활 어려움
주말 없음
직원 할인 (주변에서 계속 물어봄)",,,"각 팀들이 훌륭한 구성원으로 짜여져 있어 팀간 협업시 스트레스가 적고 배우는 점도 많음

서로 배려하고 존중하는 분위기",레이오프로 붕괴된 구글컬쳐/모랄(임직원의 경영진에 대한 신뢰 붕괴 포함)이 과연 회복될 수 있을지..
89,"밥이잘나와서 맛있게 먹을 수 있는데 가끔 질림.
주차 지원","눈치보다 스트레스만 받다 하루 끝남
개인주의 인듯 아닌 은근한 간섭이 있음","배울 점이 많은 동료들
현금성 복지와 놀금
지하철역과 연결되어 접근성 좋음","부바부겠지만 워라밸 챙기기 힘듦
재택 사라지는 추세 (주5일 오피스 출근하는 부서도 존재)","일본, 대만, 태국에서 일등 메신저인만큼 그 나라에서 다양한 서비스를 제공하고 있어 해외 사업을 경험하기에 좋음",반대로 한국에서는 해외 서비스를 직접 이용할 경험이 적다보니 고객으로서 경험과 직관들을 적용하기 어려움,"워라벨 팀바이팀마다 다르지만 보장되는팀은 보장됨.
재택근무 좋음.","윗대가리들 생각없음. 폭언하는 레벨7, 이회사 저회사 문화가져와서 그대로 적용하는 한국형 꼰대들 많음. 정신감정 필요함. 다독이는 걸로 위장하여 직장내 괴롭힘 대놓고 시전하는 레벨7",팀원들간 수평적인 분위기가 잘 유지된다는 것과 재택을 하기 편하다는 것,"겉으론 워라벨이 좋아보이나, 업무가 많은 부서들은 좀 과몰된 것 같아 보임",,,하고 싶은 프로젝트가 있으면 그걸 할 수 있는 회사. 역량을 발휘할 수 있고 또 역량을 얼마든지 키울 수 있는 회사. 대단한 사람들과 대단한 일을 할 수 있는 곳. 네임벨류도 있는 회사라 이직하기 편리함. 프리라이더가 없음,"워라벨 지키기 힘들고, 직원이 먼저가 아닌 고객이 먼저인 회사기 때문에 복지나 워라벨, 등등에서는 매우 아쉬움. 다만, 사내문화가 제대로 형성되어 있다기 보단 아직 구축하는 단계.","제품 할인
기회는 많다.
(모두에게 열리지는 않음).","무능한 리더십
( 직원들 롤도 제대로 모르는 매니저들... 관심도 없으면서 관심 있는 척함)

망가지는 몸
( 스케줄근무로 인해 몸의 밸런스가 무너집니다. 오래 다녀도 적응이 안됩니다. 남들 쉴때 쉬는게 최고...)

커리어
애플이 아니라 애플 리테일이기 때문에 커리어가 꼬임. 다른 리테일 매장 근무 할거 아니면 비추.
몸 밸런스가 망가지기 때문에 오래 근무 못해요

정치질
뭐 어딜가나 있지만, 여기는 말 많은게 일 잘하는거임

리테일 매장은 몸이 망가집니다 정말로.
커리어 길게 보고 오래 일해야 할텐데 계속 서서 사람 상대라는거 한계가 있어요
거기다 리더십은 요즘 다 외부에서 많이들 오더라구요?
승진의 기회는 정치질에 능한 사람들 우선이에요

여기서 일하는 사람들 다 괜찮은척 하지만
모두가 커리어에 대한 고민 가득입니다.
알바 취급 당하고,
잘못 발들이면 탈출 하기도 어려워요.",,,실력있는 동료들과 함께여서 자극도 많이 받고 도움이 많이 됨,"임포스터 신드롬, 최근 레이오프 이후로 회사가 많이 걱정됨"
